dialogueNumber,time,text,emotion_tone_sadness,emotion_tone_joy,emotion_tone_fear,emotion_tone_anger,emotion_tone_disgust,social_tone_openness_big5,social_tone_conscientiousness_big5,social_tone_agreeableness_big5,social_tone_extraversion_big5,social_tone_emotional_range_big5,language_tone_analytical,language_tone_tentative,language_tone_confident,emotionmean
589,"00:54:26,054 --> 00:54:27,055
","Olé!
",0,0,0,0,0,0.288936,0.274434,0.599483,0.543325,0.291049,0,0,0,
590,"00:54:38,275 --> 00:54:41,199
","Muchachos. Vámonos, muchachos.
Es tarde.
",0.308035,0.179743,0.181105,0.168035,0.123674,0.094096,0.129659,0.601559,0.439062,0.154869,0,0,0,
591,"00:54:42,112 --> 00:54:43,113
","Es tarde!
",0.261569,0.220552,0.156742,0.177253,0.125611,0.275278,0.274434,0.599478,0.543397,0.288696,0,0,0,
592,"00:54:43,197 --> 00:54:45,325
","Come on! Chino!
",0.184593,0.372819,0.123612,0.125921,0.068937,0.075527,0.130288,0.599292,0.450915,0.174723,0,0,0,
593,"00:54:46,366 --> 00:54:48,209
","What are you doing?
",0.345463,0.125353,0.185994,0.201797,0.155168,0.375541,0.375887,0.642519,0.616005,0.501767,0,0,0,
594,"00:54:56,084 --> 00:54:59,054
",#NAME?,0.085668,0.45042,0.170934,0.132151,0.032792,0.098,0.183108,0.571979,0.588747,0.278604,0,0,0,
595,"00:54:59,213 --> 00:55:01,682
","- Will you or won't you?
- ""Will you or won't you?""
",0.355823,0.066133,0.206699,0.278924,0.181153,0.143119,0.240327,0.615948,0.348928,0.337703,0,0.99699,0,
596,"00:55:04,551 --> 00:55:05,803
","Will you?
",0.345463,0.125353,0.185994,0.201797,0.155168,0.378406,0.313852,0.612585,0.526846,0.493251,0,0,0,
597,"00:55:05,886 --> 00:55:08,730
","You have your big,
important war council.
",0.166027,0.04672,0.138147,0.156783,0.614909,0.22044,0.280452,0.664827,0.730782,0.814442,0,0,0,
598,"00:55:09,181 --> 00:55:10,683
","The council...
",0.169074,0.032489,0.058277,0.140298,0.712089,0.296755,0.274583,0.600266,0.548586,0.352306,0,0,0,
599,"00:55:11,308 --> 00:55:12,400
","or me?
",0.350429,0.122346,0.188999,0.20161,0.152076,0.533072,0.278828,0.59772,0.550821,0.184661,0,0.998976,0,
600,"00:55:12,601 --> 00:55:14,069
","First, one...
",0.19433,0.350942,0.146197,0.111017,0.075462,0.146794,0.292244,0.581062,0.440581,0.473219,0,0,0,
601,"00:55:15,687 --> 00:55:17,030
","and then the other.
",0.321531,0.172181,0.172706,0.171227,0.131477,0.842845,0.359662,0.49732,0.504912,0.594633,0.982476,0,0,
602,"00:55:18,190 --> 00:55:21,319
","No. I'm an American girl now.
",0.167494,0.025226,0.053434,0.052607,0.786051,0.586367,0.154996,0.521368,0.654384,0.138249,0,0,0,
603,"00:55:21,652 --> 00:55:23,120
","I don't wait.
",0.057352,0.682311,0.029852,0.080767,0.043133,0.008662,0.289254,0.558137,0.362203,0.129273,0,0,0,
604,"00:55:23,403 --> 00:55:25,872
","Back home, women know their place.
",0.483029,0.152776,0.048362,0.038666,0.225713,0.129536,0.587915,0.717784,0.849347,0.58962,0.842108,0,0,
605,"00:55:25,948 --> 00:55:28,542
","Back home, little boys
don't have war councils.
",0.278296,0.014988,0.151422,0.176795,0.547082,0.001727,0.052283,0.420793,0.214583,0.004225,0,0,0,
606,"00:55:28,617 --> 00:55:30,415
","But they do here.
",0.315218,0.17763,0.169519,0.170852,0.132864,0.442788,0.490104,0.659685,0.354474,0.570688,0,0,0,
607,"00:55:31,537 --> 00:55:34,336
","You want me to be an
American, don't you?
",0.468836,0.028373,0.154239,0.235871,0.252277,0.407956,0.525848,0.83704,0.666944,0.209019,0,0,0,
608,"00:55:36,583 --> 00:55:40,508
","Buenas noches, Anita
Josefina Teresita...
",0.30565,0.181573,0.180287,0.167238,0.128592,0.151372,0.129975,0.604219,0.447582,0.1862,0,0,0,
609,"00:55:40,587 --> 00:55:43,591
","Beatriz del Carmen
Margarita et cetera...
",0.307416,0.176894,0.177918,0.168816,0.135006,0.376389,0.132346,0.604368,0.487341,0.156258,0,0,0,
610,"00:55:43,674 --> 00:55:45,722
","et cetera, et cetera!
",0.266223,0.21252,0.16655,0.177241,0.12336,0.285983,0.274446,0.599498,0.543539,0.262601,0,0,0,
611,"00:55:46,468 --> 00:55:47,811
","Immigrant!
",0,0,0.9,0,0,0.28856,0.274434,0.599483,0.543325,0.291602,0,0,0,
612,"00:55:48,512 --> 00:55:50,105
","Buenas noches!
",0.265254,0.217721,0.158064,0.177193,0.128116,0.288856,0.274434,0.599483,0.543325,0.291007,0,0,0,
613,"00:55:52,349 --> 00:55:54,943
","- Buenas noches, Maria!
- Adiós, Maria!
",0.218028,0.26627,0.149369,0.176504,0.114971,0.140702,0.129944,0.604208,0.443627,0.201159,0,0,0,
614,"00:55:55,269 --> 00:55:56,942
","Good night, Maria!
",0.082707,0.649747,0.074137,0.032681,0.032201,0.126998,0.275089,0.604198,0.576398,0.380991,0,0,0,
615,"00:55:57,229 --> 00:55:58,606
","Good night!
",0.067108,0.692833,0.073336,0.023646,0.023696,0.173931,0.274022,0.597427,0.547926,0.380762,0,0,0,
616,"00:56:10,325 --> 00:56:11,497
","Maria!
",0,0,0,0,0,0.28809,0.274434,0.599483,0.543325,0.29074,0,0,0,
617,"00:56:29,428 --> 00:56:31,476
","- Maria!
- Quiet.
",0.123179,0.44176,0.098922,0.167436,0.042398,0.187129,0.129763,0.604016,0.443713,0.170196,0,0,0,
618,"00:56:38,270 --> 00:56:40,318
","- Come down!
- No.
",0.222212,0.329623,0.133969,0.122553,0.072811,0.07759,0.132064,0.601353,0.455694,0.244593,0,0,0,
619,"00:56:40,397 --> 00:56:42,024
","- Maria!
- Please.
",0.354878,0.088403,0.245666,0.299711,0.059353,0.221668,0.130025,0.604311,0.445033,0.172007,0,0,0,
620,"00:56:42,566 --> 00:56:44,694
","My mother and father will wake up.
",0.506111,0.015592,0.0489,0.463075,0.10057,0.064219,0.271059,0.695883,0.542735,0.213155,0,0,0,
621,"00:56:44,985 --> 00:56:46,658
","Just for a minute.
",0.404304,0.091704,0.150709,0.272544,0.130462,0.031148,0.305093,0.511995,0.425736,0.371132,0,0.984352,0,
622,"00:56:46,945 --> 00:56:49,824
",#NAME?,0.596756,0.003154,0.110526,0.320867,0.120244,0.045439,0.076753,0.280316,0.081951,0.167156,0.643758,0,0,
623,"00:56:49,907 --> 00:56:50,954
","I cannot.
",0.3387,0.154549,0.183717,0.178829,0.124928,0.130413,0.273047,0.597027,0.514752,0.118682,0,0,0,
624,"00:56:51,033 --> 00:56:53,877
","Then forever. Then I'm coming up.
",0.533653,0.129272,0.116402,0.10297,0.068345,0.059752,0.160537,0.57181,0.328849,0.061106,0.952933,0,0.992758,
625,"00:56:54,161 --> 00:56:55,333
","Maria!
",0,0,0,0,0,0.28809,0.274434,0.599483,0.543325,0.29074,0,0,0,
626,"00:56:57,331 --> 00:56:58,674
","Momentito, papá.
",0.317982,0.170626,0.180909,0.170962,0.130089,0.16218,0.270711,0.595501,0.540836,0.111801,0,0,0,
627,"00:56:58,999 --> 00:57:01,047
","- Now see what you've done?
- Momentito, Maria.
",0.261883,0.226495,0.130165,0.129378,0.192143,0.013026,0.250922,0.810543,0.383197,0.055359,0,0,0,
628,"00:57:01,126 --> 00:57:02,378
","Cállate.
",0,0,0,0,0,0.110726,0.282724,0.593625,0.499362,0.188066,0.762356,0,0,
629,"00:57:04,713 --> 00:57:08,388
",#NAME?,0.156466,0.035274,0.61936,0.108311,0.187181,0.616245,0.71068,0.774572,0.13541,0.874321,0.989752,0,0,
630,"00:57:08,467 --> 00:57:10,515
","I'm not one of 'em, Maria.
",0.526824,0.019261,0.257969,0.214412,0.100719,0.379027,0.136693,0.546437,0.312209,0.025573,0,0,0,
631,"00:57:10,677 --> 00:57:14,022
","But you are not one of us,
and I am not one of you.
",0.700648,0.004566,0.136858,0.211626,0.059723,0.813233,0.328368,0.552494,0.0077,0.034224,0,0,0,
632,"00:57:14,097 --> 00:57:16,646
","- To me, you're all the beautiful...
- Maruca!
",0.09861,0.683048,0.055201,0.02216,0.010698,0.309781,0.193634,0.855579,0.975603,0.078745,0,0,0.989922,
633,"00:57:16,725 --> 00:57:18,727
","Sí, ya vengo, papá.
",0.209336,0.274107,0.2441,0.121622,0.046817,0.188842,0.275038,0.599579,0.547704,0.27181,0,0,0.898327,
634,"00:57:25,734 --> 00:57:26,951
","Maruca?
",0,0,0,0,0,0.068939,0.145665,0.461938,0.270129,0.000114,0,0,0,
635,"00:57:27,569 --> 00:57:29,287
","His pet name for me.
",0.337168,0.177084,0.139062,0.148763,0.162804,0.635732,0.293672,0.641176,0.606108,0.411944,0,0,0,
636,"00:57:29,696 --> 00:57:31,869
","I like him, and he will like me.
",0.340344,0.242222,0.066745,0.088586,0.169375,0.798412,0.457425,0.687317,0.141918,0.045428,0,0.88939,0,
637,"00:57:32,950 --> 00:57:33,997
","No.
",0,0,0,0,0,0.286025,0.274434,0.599483,0.543325,0.291319,0,0,0,
638,"00:57:34,534 --> 00:57:37,287
","He's like Bernardo, afraid.
",0.022151,0.000884,0.978193,0.003043,0.023124,0.173014,0.227358,0.550882,0.463445,0.069672,0,0.88939,0,
639,"00:57:39,039 --> 00:57:41,883
","- Imagine being afraid of you!
- You see?
",0.014837,0.002507,0.946168,0.003745,0.079984,0.26047,0.127149,0.729108,0.330994,0.014959,0.931994,0,0,
640,"00:57:42,793 --> 00:57:44,136
","I see you.
",0.164285,0.399836,0.067368,0.051755,0.194009,0.282599,0.360795,0.674309,0.504824,0.410386,0,0,0,
641,"00:57:44,795 --> 00:57:46,672
","Oh, Maria, see only me.
",0.29054,0.21912,0.225049,0.071783,0.113428,0.127801,0.418419,0.812489,0.655032,0.060766,0,0,0,
642,"00:57:48,465 --> 00:57:50,342
","__Only you __
",0.311556,0.180664,0.164427,0.172121,0.136325,0.3311,0.350694,0.586164,0.498155,0.636083,0.920855,0,0,
643,"00:57:50,425 --> 00:57:53,520
","__You're the only thing I'll see __
",0.164277,0.375306,0.116078,0.073005,0.152686,0.244203,0.149716,0.652378,0.282467,0.442607,0,0,0,
644,"00:57:53,595 --> 00:57:55,563
","__Forever __
",0.609626,0.085102,0.10631,0.109103,0.081172,0.272239,0.274434,0.599482,0.543325,0.287793,0,0,0.999744,
645,"00:57:55,639 --> 00:57:57,733
","__In my eyes, in my words __
",0.185898,0.255462,0.148379,0.083398,0.268199,0.321066,0.267542,0.596492,0.526701,0.144287,0,0,0,
646,"00:57:57,849 --> 00:58:00,102
","__And in everything I do __
",0.289107,0.216495,0.244292,0.135898,0.032617,0.358253,0.387652,0.640841,0.344905,0.164966,0,0,0,
647,"00:58:00,185 --> 00:58:02,062
","__Nothing else but you __
",0.211381,0.05411,0.51974,0.266861,0.02122,0.433152,0.340704,0.676419,0.424972,0.233917,0.762356,0,0,
648,"00:58:02,354 --> 00:58:03,901
","__Ever __
",0.222061,0.24309,0.097831,0.25845,0.124845,0.224609,0.274418,0.599442,0.54306,0.283083,0,0,0.996934,
649,"00:58:03,981 --> 00:58:07,736
","__And there's nothing for me but Maria __
",0.316833,0.170778,0.163155,0.183225,0.139884,0.493589,0.257106,0.777391,0.648639,0.006789,0,0,0,
650,"00:58:07,901 --> 00:58:11,872
","__Every sight that I see is Maria __
",0.226678,0.228482,0.152845,0.134753,0.208121,0.43492,0.110142,0.890002,0.432062,0.222768,0,0,0.92125,
651,"00:58:12,572 --> 00:58:14,745
","__Tony, Tony __
",0.069406,0.323363,0.274206,0.193424,0.048041,0.28734,0.274434,0.599483,0.543327,0.291482,0,0,0,
652,"00:58:14,825 --> 00:58:16,668
","__Always you __
",0.397831,0.192806,0.091664,0.22589,0.016373,0.226266,0.299865,0.606279,0.574403,0.491264,0,0,0.996934,
653,"00:58:16,743 --> 00:58:18,461
","__Every thought I'll ever know __
",0.574528,0.050052,0.162446,0.163812,0.111746,0.073688,0.20486,0.719435,0.285337,0.363621,0.970179,0,0.961633,
654,"00:58:18,745 --> 00:58:20,964
","__Everywhere I go, you'll be... __
",0.309318,0.074041,0.144211,0.226159,0.346179,0.074903,0.316618,0.660298,0.420989,0.281402,0,0,0,
655,"00:58:21,039 --> 00:58:22,541
","__All the world is only __
",0.199986,0.455264,0.044738,0.058016,0.09258,0.699598,0.37591,0.279525,0.380414,0.585993,0.687768,0,0.961633,
656,"00:58:22,624 --> 00:58:24,843
","__You and me __
",0.311556,0.180664,0.164427,0.172121,0.136325,0.715601,0.391188,0.643445,0.694522,0.216637,0,0,0,
657,"00:58:32,300 --> 00:58:35,224
","__Tonight, tonight __
",0.465594,0.158512,0.155486,0.116233,0.033977,0.27283,0.274444,0.599489,0.543529,0.302503,0,0,0,
658,"00:58:35,387 --> 00:58:38,140
","__It all began tonight __
",0.15592,0.295944,0.320185,0.090066,0.017257,0.692758,0.710734,0.723477,0.543498,0.731995,0,0,0.97759,
659,"00:58:38,223 --> 00:58:42,774
","__I saw you, and the world went away __
",0.423452,0.0466,0.255509,0.077057,0.290509,0.123809,0.50771,0.600115,0.124756,0.428848,0,0,0,
660,"00:58:44,146 --> 00:58:46,945
","__Tonight, tonight __
",0.465594,0.158512,0.155486,0.116233,0.033977,0.27283,0.274444,0.599489,0.543529,0.302503,0,0,0,
661,"00:58:47,107 --> 00:58:49,735
","__There's only you tonight __
",0.469065,0.151682,0.1533,0.127177,0.036086,0.213166,0.426185,0.796078,0.69149,0.506699,0.762356,0,0,
662,"00:58:49,818 --> 00:58:52,697
","__What you are, what you do __
",0.315218,0.17763,0.169519,0.170852,0.132864,0.239281,0.40638,0.645129,0.589987,0.648667,0,0,0,
663,"00:58:52,779 --> 00:58:55,453
","__What you say __
",0.537079,0.053293,0.040901,0.136077,0.311755,0.299394,0.332082,0.621347,0.517928,0.598404,0,0,0,
664,"00:58:56,241 --> 00:59:00,462
","__Today, all day, I had the feeling __
",0.50634,0.187179,0.120817,0.050926,0.019994,0.007563,0.482585,0.678489,0.269442,0.324343,0,0,0.92125,
665,"00:59:00,662 --> 00:59:03,336
","__A miracle would happen __
",0.456749,0.121317,0.145332,0.105392,0.165261,0.306523,0.266576,0.619368,0.493899,0.289245,0,0,0,
666,"00:59:03,540 --> 00:59:07,135
","__I know now I was right __
",0.311401,0.271909,0.103886,0.133712,0.066003,0.37837,0.326018,0.696672,0.146166,0.259347,0.842108,0,0,
667,"00:59:07,794 --> 00:59:10,718
","__For here you are __
",0.311556,0.180664,0.164427,0.172121,0.136325,0.594339,0.464318,0.673299,0.729159,0.680216,0,0,0,
668,"00:59:10,881 --> 00:59:16,138
","__And what was just a world is a star __
",0.153978,0.56285,0.029447,0.036177,0.069462,0.903237,0.189256,0.231429,0.643086,0.642449,0.459587,0.856622,0,
669,"00:59:16,553 --> 00:59:19,978
","__Tonight __
",0.463323,0.161027,0.150666,0.118954,0.034696,0.27283,0.274444,0.599489,0.543529,0.302503,0,0,0,
670,"00:59:30,067 --> 00:59:32,536
","__Tonight __
",0.463323,0.161027,0.150666,0.118954,0.034696,0.27283,0.274444,0.599489,0.543529,0.302503,0,0,0,
671,"00:59:33,653 --> 00:59:35,997
","__Tonight __
",0.463323,0.161027,0.150666,0.118954,0.034696,0.27283,0.274444,0.599489,0.543529,0.302503,0,0,0,
672,"00:59:36,615 --> 00:59:40,995
","__The world is full of light __
",0.131665,0.477801,0.067545,0.056654,0.136109,0.721689,0.29527,0.494819,0.45466,0.452591,0,0,0,
673,"00:59:41,912 --> 00:59:44,006
","__With suns and moons __
",0.076425,0.713532,0.070542,0.011223,0.007336,0.497501,0.275851,0.595784,0.554666,0.345276,0,0,0,
674,"00:59:44,081 --> 00:59:47,255
","__All over the place __
",0.200572,0.338649,0.107991,0.106556,0.133701,0.62249,0.378489,0.570073,0.787445,0.680509,0,0,0.97759,
675,"00:59:48,168 --> 00:59:50,921
","__Tonight, tonight __
",0.465594,0.158512,0.155486,0.116233,0.033977,0.27283,0.274444,0.599489,0.543529,0.302503,0,0,0,
676,"00:59:51,004 --> 00:59:53,678
","__The world is wild and bright __
",0.067509,0.71473,0.038714,0.025482,0.043924,0.865914,0.242566,0.450225,0.652953,0.333087,0.182902,0,0,
677,"00:59:53,757 --> 00:59:58,354
","__Going mad, shooting sparks into space __
",0.202093,0.008456,0.239163,0.628401,0.08979,0.627804,0.213388,0.578139,0.59437,0.324305,0,0,0,
678,"00:59:59,638 --> 01:00:03,484
","__Today the world was just an address __
",0.621084,0.078123,0.101441,0.083587,0.117836,0.66787,0.390613,0.604602,0.458265,0.791407,0,0.91961,0,
679,"01:00:03,934 --> 01:00:06,608
","__A place for me to live in __
",0.19426,0.354948,0.150851,0.087983,0.085089,0.034714,0.233067,0.564693,0.584238,0.264007,0,0,0,
680,"01:00:06,853 --> 01:00:09,823
","__No better than all right __
",0.074972,0.549356,0.051832,0.141354,0.064316,0.314555,0.368878,0.526496,0.591877,0.697692,0,0,0.961633,
681,"01:00:11,316 --> 01:00:13,990
","__But here you are __
",0.311556,0.180664,0.164427,0.172121,0.136325,0.809755,0.566306,0.75728,0.667926,0.449501,0,0,0,
682,"01:00:14,277 --> 01:00:18,407
","__And what was just a world is a star __
",0.153978,0.56285,0.029447,0.036177,0.069462,0.903237,0.189256,0.231429,0.643086,0.642449,0.459587,0.856622,0,
683,"01:00:19,574 --> 01:00:22,043
","__Tonight __
",0.463323,0.161027,0.150666,0.118954,0.034696,0.27283,0.274444,0.599489,0.543529,0.302503,0,0,0,
684,"01:00:27,541 --> 01:00:29,214
","Maruca! Es tarde!
",0.21535,0.265427,0.145478,0.180492,0.11699,0.198955,0.273852,0.5963,0.550571,0.2255,0,0,0,
685,"01:00:29,876 --> 01:00:32,004
","I cannot stay. Go quickly.
",0.584899,0.008123,0.235712,0.200303,0.103068,0.000108,0.143544,0.627881,0.218968,0.031213,0,0,0,
686,"01:00:32,087 --> 01:00:34,306
","- I'm not afraid!
- Please.
",0.552857,0.008157,0.415133,0.040555,0.070266,0.16504,0.122357,0.584043,0.359847,0.006438,0,0,0,
687,"01:00:47,936 --> 01:00:49,313
","Good night.
",0.081022,0.665908,0.078342,0.022095,0.024025,0.173931,0.274022,0.597427,0.547926,0.380762,0,0,0,
688,"01:00:51,648 --> 01:00:53,150
","Buenas noches.
",0.315218,0.17763,0.169519,0.170852,0.132864,0.288856,0.274434,0.599483,0.543325,0.291007,0,0,0,
689,"01:01:09,374 --> 01:01:10,751
","I love you.
",0.019382,0.946315,0.001996,0.00219,0.001888,0.401986,0.292696,0.610826,0.53626,0.319731,0,0,0,
690,"01:01:12,460 --> 01:01:13,552
","Yes.
",0,0,0,0,0,0.306457,0.274519,0.5996,0.543499,0.332275,0,0,0,
691,"01:01:14,921 --> 01:01:16,264
","Yes. Hurry.
",0.211009,0.417493,0.080504,0.097614,0.046254,0.238196,0.275018,0.60006,0.544582,0.312042,0,0,0,
692,"01:01:20,051 --> 01:01:21,143
","Tony.
",0,0,0,0,0,0.28734,0.274434,0.599483,0.543327,0.291482,0,0,0,
693,"01:01:22,262 --> 01:01:24,606
",#NAME?,0.2189,0.270525,0.266679,0.061114,0.070783,0.006825,0.447102,0.848591,0.385954,0.280258,0,0,0,
694,"01:01:25,265 --> 01:01:28,109
","I work at the bridal shop across the street.
Madam Lucia's.
",0.304948,0.141951,0.335968,0.105057,0.093508,0.304703,0.168394,0.540047,0.637001,0.590368,0,0,0,
695,"01:01:28,185 --> 01:01:29,186
","I'll come there.
",0.276309,0.268771,0.145417,0.128107,0.0794,0.31537,0.282784,0.623497,0.543198,0.32247,0,0,0,
696,"01:01:29,269 --> 01:01:31,613
","- At closing time, 6:00.
- Yeah.
",0.342427,0.239364,0.108061,0.134563,0.081101,0.009765,0.142265,0.617143,0.398149,0.383754,0,0,0,
697,"01:01:33,857 --> 01:01:35,234
","Good night.
",0.081022,0.665908,0.078342,0.022095,0.024025,0.173931,0.274022,0.597427,0.547926,0.380762,0,0,0,
698,"01:01:37,444 --> 01:01:38,821
","Good night.
",0.081022,0.665908,0.078342,0.022095,0.024025,0.173931,0.274022,0.597427,0.547926,0.380762,0,0,0,
699,"01:01:43,575 --> 01:01:44,667
","Tony.
",0,0,0,0,0,0.28734,0.274434,0.599483,0.543327,0.291482,0,0,0,
700,"01:01:47,162 --> 01:01:49,915
","When you come, use the back door.
",0.318001,0.166078,0.173527,0.180571,0.141589,0.139064,0.668555,0.640744,0.755907,0.865062,0,0,0,
701,"01:01:51,041 --> 01:01:52,088
","Sí.
",0,0,0,0,0,0.276773,0.274435,0.599483,0.543321,0.292456,0,0,0,
702,"01:02:04,054 --> 01:02:05,146
","Tony.
",0,0,0,0,0,0.28734,0.274434,0.599483,0.543327,0.291482,0,0,0,
703,"01:02:08,058 --> 01:02:10,060
","What does Tony stand for?
",0.070772,0.288494,0.159059,0.304608,0.126286,0.172166,0.266596,0.507876,0.769408,0.710518,0,0,0,
704,"01:02:11,811 --> 01:02:12,983
","Anton.
",0,0,0,0,0,0.285628,0.274434,0.599483,0.543324,0.289683,0,0,0,
705,"01:02:14,940 --> 01:02:16,533
","Te adoro, Anton.
",0.089338,0.327845,0.223548,0.236194,0.029714,0.253795,0.274495,0.599555,0.544082,0.293933,0,0,0,
706,"01:02:18,985 --> 01:02:20,612
","Te adoro, Maria.
",0.11737,0.335854,0.201191,0.210368,0.034676,0.27395,0.274437,0.599489,0.54343,0.291102,0,0,0,
707,"01:02:22,822 --> 01:02:25,416
","__Good night __
",0.080426,0.669283,0.075669,0.022286,0.024781,0.173931,0.274022,0.597427,0.547926,0.380762,0,0,0,
708,"01:02:26,743 --> 01:02:28,962
","__Good night __
",0.080426,0.669283,0.075669,0.022286,0.024781,0.173931,0.274022,0.597427,0.547926,0.380762,0,0,0,
709,"01:02:29,746 --> 01:02:31,669
","__Sleep well __
",0.260137,0.277681,0.210589,0.083898,0.048086,0.081203,0.274497,0.599802,0.535897,0.264687,0,0,0,
710,"01:02:31,957 --> 01:02:35,131
","__And when you dream __
",0.141969,0.464401,0.133646,0.069712,0.044415,0.258392,0.353009,0.647595,0.641768,0.386324,0,0,0,
711,"01:02:35,669 --> 01:02:39,094
","__Dream of me __
",0.141969,0.464401,0.133646,0.069712,0.044415,0.438585,0.276222,0.598363,0.530097,0.125703,0,0,0,
712,"01:02:43,677 --> 01:02:47,523
","__Tonight __
",0.463323,0.161027,0.150666,0.118954,0.034696,0.27283,0.274444,0.599489,0.543529,0.302503,0,0,0,
713,"01:03:07,033 --> 01:03:08,876
","Where the devil are them Sharks?
",0.362253,0.034499,0.238219,0.256041,0.249171,0.597505,0.305443,0.522695,0.425849,0.538185,0,0,0,
714,"01:03:08,952 --> 01:03:12,126
","- Maybe they're too chicken to show.
- We got time, A-Rab.
",0.319966,0.198317,0.147313,0.096044,0.181949,0.090543,0.419478,0.903435,0.269869,0.633356,0,0,0,
715,"01:03:12,205 --> 01:03:14,583
","- Riff and Ice ain't even here yet.
- Come on, come on!
",0.643395,0.015485,0.118414,0.163037,0.177546,0.433491,0.163535,0.399332,0.503566,0.104968,0,0.972662,0,
