dialogueNumber,time,text,emotion_tone_sadness,emotion_tone_joy,emotion_tone_fear,emotion_tone_anger,emotion_tone_disgust,social_tone_openness_big5,social_tone_conscientiousness_big5,social_tone_agreeableness_big5,social_tone_extraversion_big5,social_tone_emotional_range_big5,language_tone_analytical,language_tone_tentative,language_tone_confident,emotionmean
972,"01:16:24,622 --> 01:16:27,922
","Don't stop him! He wants to get
home, write letters to San Juan...
",0.405457,0.092953,0.287132,0.142225,0.095772,0.011957,0.14125,0.768454,0.171266,0.315369,0.186171,0,0,
973,"01:16:28,000 --> 01:16:30,173
","tell 'em how he's got
it made over here!
",0.260897,0.167448,0.190586,0.259634,0.109904,0.202377,0.566975,0.895705,0.53764,0.59973,0,0,0,
974,"01:16:31,045 --> 01:16:35,016
","What I mean is, clear out, you!
I said, clear out!
",0.190308,0.210545,0.06996,0.404138,0.097988,0.9007,0.402047,0.733302,0.207246,0.390158,0.962247,0,0.994026,
975,"01:16:38,761 --> 01:16:40,684
","Yeah, sure, I know.
",0.452002,0.167907,0.116315,0.110986,0.087074,0.298478,0.371928,0.681489,0.397587,0.6713,0,0,0.97759,
976,"01:16:41,472 --> 01:16:45,727
","It's a free country, and I ain't got the right.
But I got a badge.
",0.516149,0.044263,0.080657,0.198041,0.263285,0.691215,0.388006,0.29408,0.02403,0.920626,0,0,0,
977,"01:16:46,769 --> 01:16:48,362
","What do you got?
",0.377359,0.110699,0.246387,0.196554,0.079199,0.053021,0.497115,0.664299,0.579042,0.788902,0,0,0,
978,"01:16:49,021 --> 01:16:51,865
","Things are tough all over. Beat it!
",0.465704,0.070489,0.129503,0.201806,0.201082,0.532439,0.287497,0.561821,0.513752,0.366514,0,0,0.989922,
979,"01:17:24,098 --> 01:17:25,475
","Okay, fellas...
",0.318033,0.17215,0.185228,0.164133,0.127338,0.331115,0.274884,0.600082,0.546316,0.375252,0,0,0,
980,"01:17:27,184 --> 01:17:29,482
","where's the rumble gonna be?
",0.350106,0.044372,0.468163,0.153945,0.048896,0.547776,0.25148,0.540827,0.452264,0.471357,0,0,0,
981,"01:17:30,896 --> 01:17:31,988
","Come on!
",0.224365,0.328297,0.131888,0.123147,0.073811,0.170329,0.27348,0.595529,0.539521,0.257636,0,0,0,
982,"01:17:32,064 --> 01:17:34,613
","Regular Americans don't rub
with the gold teeth unless...
",0.427197,0.078952,0.072288,0.305338,0.184737,0.516274,0.160623,0.433188,0.477251,0.692199,0.751838,0,0,
983,"01:17:34,692 --> 01:17:37,195
","- Lieutenant...
- You shut your mouth!
",0.250634,0.024161,0.084879,0.442833,0.387316,0.395354,0.154185,0.613656,0.607312,0.456174,0,0,0,
984,"01:17:40,072 --> 01:17:41,915
","Come on, Baby John.
",0.081366,0.423946,0.134806,0.10067,0.149678,0.212674,0.294766,0.664857,0.651732,0.408015,0,0,0,
985,"01:17:42,491 --> 01:17:45,540
","Before that smooth little kisser
of yours gets out up for life.
",0.185489,0.378371,0.150696,0.061014,0.087688,0.965404,0.621987,0.689976,0.838464,0.927105,0,0,0,
986,"01:17:45,619 --> 01:17:47,246
","Now, where's it gonna be?
",0.31126,0.107246,0.429117,0.113331,0.027252,0.249074,0.381411,0.656232,0.284937,0.385407,0,0,0,
987,"01:17:47,830 --> 01:17:48,956
","The river?
",0.34998,0.128396,0.180713,0.198477,0.152446,0.337112,0.274261,0.59929,0.543206,0.329196,0,0,0,
988,"01:17:49,748 --> 01:17:51,045
","The park?
",0.140701,0.249862,0.094118,0.37936,0.083335,0.201555,0.273829,0.598056,0.53975,0.341042,0,0,0,
989,"01:17:55,004 --> 01:17:57,006
","Look, fellas, I'm for you.
",0.186157,0.326941,0.164707,0.081883,0.129276,0.55979,0.599641,0.844836,0.953572,0.6462,0,0,0,
990,"01:17:57,423 --> 01:18:00,347
","I want this beat cleaned up,
and you can do it for me.
",0.235876,0.049454,0.050818,0.164043,0.608151,0.115961,0.954113,0.865052,0.599057,0.575801,0,0,0,
991,"01:18:00,426 --> 01:18:04,772
","I'll even lend a hand if things get rough.
Now, where you gonna rumble?
",0.499714,0.067038,0.255225,0.060849,0.143047,0.313668,0.058326,0.731349,0.029599,0.190619,0,0,0.98198,
992,"01:18:07,933 --> 01:18:09,480
","The playground?
",0.210667,0.338265,0.109856,0.125628,0.105846,0.3601,0.274046,0.596573,0.539205,0.380095,0,0,0,
993,"01:18:11,770 --> 01:18:13,272
","Sweeney's lot?
",0.397707,0.127954,0.212504,0.105711,0.142288,0.46641,0.135615,0.588013,0.589909,0.011982,0,0.984352,0,
994,"01:18:19,862 --> 01:18:22,866
","Why don't you get smart,
you stupid hooligans?
",0.410643,0.003655,0.116385,0.566518,0.054552,0.003318,0.230774,0.476314,0.528083,0.259722,0,0,0,
995,"01:18:22,948 --> 01:18:26,043
","I ought to take you to the station
and throw you in the can now!
",0.221308,0.018156,0.114475,0.340563,0.505041,0.54867,0.645221,0.845722,0.454863,0.861726,0,0,0,
996,"01:18:26,118 --> 01:18:29,292
","You and the tinhorn immigrant
scum you come from!
",0.05229,0.028692,0.197336,0.383361,0.536262,0.530634,0.339425,0.755089,0.890219,0.759477,0,0,0,
997,"01:18:31,665 --> 01:18:34,088
","How's your old man's DT's, A-Rab?
",0.217016,0.048439,0.088969,0.08208,0.653843,0.163614,0.231582,0.601805,0.648485,0.392445,0,0,0,
998,"01:18:36,712 --> 01:18:40,558
","How's the action on your mother's
side of the street, Action?
",0.192402,0.021064,0.210811,0.33544,0.439443,0.775381,0.157003,0.574719,0.667371,0.642275,0,0,0,
999,"01:18:41,133 --> 01:18:43,727
","One of these days, there won't
be anybody to hold you.
",0.352492,0.107652,0.235665,0.269522,0.059568,0.038867,0.341257,0.567228,0.001255,0.043795,0,0.972662,0,
1000,"01:18:43,802 --> 01:18:46,806
","Get him out of here!
Come on! Beat it! Go!
",0.194763,0.305441,0.147185,0.165836,0.096155,0.180981,0.445448,0.775725,0.345886,0.571612,0,0,0,
1001,"01:18:47,306 --> 01:18:50,025
","Don't worry!
I'll find out where it's gonna be.
",0.091161,0.146018,0.587365,0.119631,0.012267,0.119771,0.242594,0.645635,0.225793,0.146926,0,0,0,
1002,"01:18:50,100 --> 01:18:54,150
","So be sure to finish each other off,
because if you don't, I will!
",0.34819,0.321933,0.054279,0.075661,0.045446,0.079114,0.679423,0.865208,0.10679,0.283777,0.747663,0,0.962182,
1003,"01:19:03,822 --> 01:19:05,324
","Yeah, sure.
",0.25802,0.292389,0.095252,0.170764,0.079516,0.322206,0.278663,0.605042,0.54209,0.493443,0,0,0.996934,
1004,"01:19:05,741 --> 01:19:07,209
","Understand them.
",0.641309,0.032591,0.00965,0.051315,0.339255,0.293801,0.27744,0.596535,0.523199,0.198568,0.982476,0,0,
1005,"01:19:07,618 --> 01:19:11,464
","That's what they keep telling me
down at headquarters. ""Understand.""
",0.504035,0.04561,0.046144,0.239846,0.270497,0.569238,0.491658,0.784791,0.789752,0.231836,0.857009,0,0,
1006,"01:19:12,122 --> 01:19:15,968
","You try keeping hoodlums in line,
and see what it does to you.
",0.315185,0.03074,0.130301,0.370458,0.319748,0.350931,0.583528,0.747245,0.796096,0.840805,0.821551,0.802605,0,
1007,"01:19:19,171 --> 01:19:22,095
","It wouldn't give me a mouth like his.
",0.103204,0.05277,0.041834,0.131792,0.751763,0.584035,0.189329,0.53475,0.199208,0.271001,0.762356,0.615352,0,
1008,"01:19:26,178 --> 01:19:27,646
","Come on, Doc.
",0.166512,0.229748,0.41093,0.070313,0.027869,0.26758,0.26884,0.595106,0.535542,0.216107,0,0,0,
1009,"01:19:28,013 --> 01:19:30,687
","- Don't let it get you.
- I'm sick.
",0.519843,0.002188,0.394437,0.135587,0.076231,0.019046,0.261192,0.482453,0.123263,0.008545,0.222581,0,0,
1010,"01:19:31,475 --> 01:19:35,901
","- You heard. It's gonna be a fair fight.
- And that's gonna cure somethin'?
",0.513842,0.021552,0.39068,0.10073,0.055272,0.550407,0.126032,0.702312,0.212975,0.328539,0,0,0,
1011,"01:19:36,188 --> 01:19:39,442
","From here on in, everything's
gonna be all right.
",0.16938,0.353883,0.225199,0.10609,0.010373,0.484811,0.309735,0.684989,0.676662,0.196082,0,0.920133,0,
1012,"01:19:40,025 --> 01:19:42,778
","- Got a feelin'.
- What have you been takin' tonight?
",0.456192,0.16736,0.169967,0.082477,0.043401,0.082773,0.325062,0.706249,0.53062,0.500415,0,0,0,
1013,"01:19:42,861 --> 01:19:46,206
","A trip to the moon!
And I'll tell you a secret, Doc.
",0.057012,0.54025,0.212087,0.043173,0.00296,0.645055,0.425916,0.944711,0.665047,0.86927,0,0,0,
1014,"01:19:46,407 --> 01:19:49,377
","It ain't a man that's up there.
it's a girl.
",0.073602,0.021451,0.141013,0.068712,0.799107,0.469436,0.115665,0.432707,0.239383,0.632671,0,0,0,
1015,"01:19:50,619 --> 01:19:51,836
","A lady.
",0.133587,0.180292,0.074973,0.05045,0.540304,0.344345,0.274283,0.600006,0.547196,0.332133,0,0,0,
1016,"01:19:54,915 --> 01:19:58,044
",#NAME?,0.336269,0.128207,0.193098,0.20034,0.154092,0.20169,0.129793,0.603912,0.443246,0.20274,0,0.994704,0,
1017,"01:19:59,628 --> 01:20:01,972
","So that's why you made it a fair fight.
",0.22211,0.200122,0.166515,0.204714,0.186941,0.140152,0.520625,0.838201,0.394495,0.608649,0.965509,0,0,
1018,"01:20:02,047 --> 01:20:04,049
","I'm gonna see her tomorrow,
and I can't wait.
",0.103732,0.506757,0.17865,0.037696,0.021549,0.000894,0.180031,0.730515,0.309796,0.007622,0,0,0,
1019,"01:20:04,133 --> 01:20:07,387
","Tony! Things aren't tough enough?
",0.233442,0.027682,0.415392,0.373604,0.09408,0.138433,0.223388,0.563243,0.482497,0.099131,0,0,0,
1020,"01:20:07,553 --> 01:20:10,397
","- Tough? Doc, I'm in love!
- And you're not frightened?
",0.169679,0.303769,0.308299,0.056307,0.032641,0.668333,0.003894,0.687932,0.463839,0,0,0,0,
1021,"01:20:10,472 --> 01:20:11,894
","Should I be?
",0.359904,0.112947,0.195981,0.20864,0.145814,0.529741,0.286892,0.631018,0.435345,0.296078,0,0,0,
1022,"01:20:13,517 --> 01:20:14,564
","No.
",0,0,0,0,0,0.286025,0.274434,0.599483,0.543325,0.291319,0,0,0,
1023,"01:20:15,644 --> 01:20:18,648
","No, I'm frightened enough
for the both of you.
",0.201507,0.00767,0.764541,0.061409,0.037538,0.737691,0.01407,0.47761,0.147483,0.006804,0,0,0,
1024,"01:23:09,902 --> 01:23:11,904
","What has Chino done to her?
",0.339199,0.12866,0.183873,0.202116,0.158177,0.239112,0.489435,0.692742,0.441795,0.481935,0,0,0,
1025,"01:23:12,154 --> 01:23:14,373
","Chino? Why Chino?
",0.356282,0.091645,0.199718,0.229882,0.175833,0.179382,0.129791,0.603909,0.443227,0.196783,0,0,0,
1026,"01:23:14,448 --> 01:23:18,419
","- Maybe she's just dolling up for us.
- Gracias, querida.
",0.372658,0.084523,0.284261,0.169508,0.135072,0.164873,0.329341,0.836192,0.826448,0.391211,0.883404,0.997862,0,
1027,"01:23:18,577 --> 01:23:23,299
","Rosalie, Consuelo, my adorable
friends, can you keep a secret?
",0.032908,0.716873,0.093332,0.041733,0.009087,0.288474,0.222498,0.875172,0.877285,0.085931,0,0,0,
1028,"01:23:23,373 --> 01:23:25,125
","I'm hot for secrets.
",0.068185,0.485955,0.248355,0.03191,0.014736,0.495751,0.276031,0.603089,0.63859,0.246787,0,0,0,
1029,"01:23:27,044 --> 01:23:28,842
","No. I won't tell you.
",0.517197,0.020392,0.225507,0.210302,0.159731,0.03989,0.386601,0.529957,0.283701,0.259139,0,0,0,
1030,"01:23:29,588 --> 01:23:30,965
",#NAME?,0.359866,0.076307,0.205773,0.253852,0.177317,0.187637,0.130543,0.604647,0.4408,0.254819,0,0,0,
1031,"01:23:31,048 --> 01:23:32,891
","The poor girl is out of her mind.
",0.350427,0.003428,0.40314,0.104767,0.312252,0.880264,0.122357,0.705917,0.666164,0.121008,0,0,0,
1032,"01:23:32,966 --> 01:23:34,434
","I am! Crazy.
",0.101526,0.522376,0.084398,0.130276,0.033586,0.172915,0.256267,0.585305,0.459671,0.021667,0,0,0,
1033,"01:23:34,760 --> 01:23:37,604
","She might be at that.
She looks somehow different.
",0.316868,0.151293,0.254526,0.146584,0.113775,0.943336,0.130967,0.815893,0.315657,0.18417,0,0.994704,0,
1034,"01:23:37,971 --> 01:23:40,850
",#NAME?,0.463041,0.061722,0.258019,0.146561,0.131434,0.335355,0.139895,0.723544,0.02232,0.048089,0.857009,0.978371,0,
1035,"01:23:40,933 --> 01:23:42,355
","I am?
",0.365052,0.109811,0.199191,0.208209,0.142967,0.216789,0.273541,0.598099,0.527893,0.160577,0,0,0,
1036,"01:23:42,518 --> 01:23:45,522
","""I do? I am?"" She talks like a parrot.
",0.372607,0.032593,0.125699,0.279283,0.336062,0.3007,0.016294,0.500402,0.0634,0.002014,0,0.920133,0,
1037,"01:23:45,604 --> 01:23:47,652
","What is going on with you, Maria?
",0.401761,0.075043,0.290165,0.177078,0.104232,0.491009,0.654775,0.832285,0.983557,0.656735,0,0,0,
1038,"01:23:47,731 --> 01:23:49,233
","__I feel pretty __
",0.281204,0.351673,0.134251,0.037967,0.036183,0.138892,0.267997,0.618355,0.431737,0.048471,0,0.998976,0,
1039,"01:23:49,316 --> 01:23:50,863
","__Oh, so pretty __
",0.238177,0.325658,0.227439,0.028041,0.030627,0.152377,0.277946,0.608391,0.546234,0.19425,0,0.994446,0,
1040,"01:23:50,943 --> 01:23:54,038
","__I feel pretty and witty and gay __
",0.254512,0.27385,0.219389,0.08581,0.058315,0.917658,0.192613,0.769599,0.684299,0.005955,0,0.974201,0,
1041,"01:23:54,154 --> 01:23:55,576
","__And I pity __
",0.546702,0.067035,0.14938,0.168034,0.117858,0.435071,0.19654,0.61171,0.342585,0.004343,0,0,0,
1042,"01:23:55,656 --> 01:23:58,375
","__Any girl who isn't me today __
",0.248888,0.156443,0.117652,0.045684,0.41807,0.221,0.129209,0.643053,0.853419,0.007019,0,0.75152,0,
1043,"01:24:00,369 --> 01:24:01,871
","__I feel charming __
",0.246745,0.351388,0.150674,0.062848,0.050372,0.329687,0.25634,0.629191,0.467361,0.044045,0,0.946222,0,
1044,"01:24:01,954 --> 01:24:03,251
","__Oh, so charming __
",0.198035,0.341402,0.19964,0.072261,0.066104,0.26856,0.274813,0.605168,0.550338,0.214704,0,0,0,
1045,"01:24:03,330 --> 01:24:06,254
","__It's alarming how charming I feel __
",0.322753,0.15642,0.317017,0.074826,0.084007,0.449867,0.195004,0.707752,0.28582,0.015896,0,0.75152,0,
1046,"01:24:06,458 --> 01:24:08,051
","__And so pretty __
",0.179544,0.467131,0.096446,0.052003,0.049411,0.354565,0.281634,0.624796,0.595564,0.115812,0.842108,0,0,
1047,"01:24:08,126 --> 01:24:10,970
","__That I hardly can believe I'm real __
",0.382024,0.011187,0.11906,0.165363,0.489564,0.050539,0.132333,0.390571,0.023034,0.001191,0,0.91961,0,
1048,"01:24:13,590 --> 01:24:16,560
","__See the pretty girl
in that mirror there? __
",0.101289,0.452284,0.059745,0.037593,0.231124,0.813338,0.09604,0.799868,0.886766,0.486749,0,0.987926,0,
1049,"01:24:16,843 --> 01:24:19,437
","__Who can that attractive girl be? __
",0.151162,0.144899,0.129684,0.103843,0.49069,0.779508,0.288082,0.635819,0.625746,0.251243,0,0,0,
1050,"01:24:19,846 --> 01:24:21,723
","__Such a pretty face, such a pretty dress __
",0.128174,0.54313,0.075835,0.024444,0.08449,0.395891,0.247823,0.626031,0.628491,0.134375,0,0.984352,0,
1051,"01:24:21,807 --> 01:24:24,026
","__Such a pretty smile, such a pretty me! __
",0.039786,0.808756,0.029284,0.027264,0.014811,0.371693,0.251813,0.65601,0.635195,0.064358,0,0.984352,0,
1052,"01:24:25,477 --> 01:24:27,024
","__I feel stunning __
",0.25509,0.371728,0.138625,0.051287,0.025677,0.179062,0.269788,0.653595,0.500732,0.030075,0,0.946222,0,
1053,"01:24:27,104 --> 01:24:28,606
","__And entrancing __
",0.317141,0.177755,0.162791,0.17361,0.13515,0.732303,0.261234,0.403817,0.610279,0.013852,0,0,0,
1054,"01:24:28,689 --> 01:24:31,488
","__Feel like running and dancing for joy __
",0.089486,0.751095,0.030953,0.011181,0.002909,0.10367,0.202388,0.616507,0.577058,0.01492,0.920855,0,0,
1055,"01:24:31,733 --> 01:24:33,531
","__For I'm loved __
",0.017282,0.950555,0.001795,0.002303,0.002278,0.285402,0.264536,0.681552,0.596502,0.081064,0,0,0,
1056,"01:24:33,610 --> 01:24:36,739
","__By a pretty wonderful boy __
",0.018712,0.818516,0.03284,0.043132,0.017701,0.724233,0.30949,0.788639,0.748464,0.486528,0,0.968123,0,
1057,"01:24:41,827 --> 01:24:44,421
","__Have you met my good friend Maria? __
",0.085691,0.643653,0.05824,0.066708,0.018674,0.124001,0.369976,0.804344,0.866948,0.665227,0,0,0,
1058,"01:24:44,871 --> 01:24:47,294
","__The craziest girl on the block __
",0.177413,0.122788,0.104269,0.28578,0.38349,0.448911,0.289032,0.504738,0.679437,0.694162,0.842108,0,0,
1059,"01:24:48,166 --> 01:24:50,885
","__You'll know her the minute you see her __
",0.427248,0.156439,0.092557,0.098782,0.189186,0.179812,0.449584,0.875224,0.707335,0.550753,0,0.615352,0,
1060,"01:24:51,003 --> 01:24:54,507
","__She's the one who is in an
advanced state of shock __
",0.414646,0.015401,0.189495,0.22605,0.326519,0.772699,0.117606,0.494534,0.490968,0.203785,0.551743,0,0,
1061,"01:24:54,590 --> 01:24:57,639
","__She thinks she's in love,
she thinks she's in Spain __
",0.095717,0.683964,0.035874,0.019699,0.040181,0.250402,0.117033,0.607675,0.447743,0.049318,0.970663,0,0,
1062,"01:24:58,760 --> 01:25:01,934
","__She isn't in love, she's merely insane __
",0.167582,0.036741,0.300106,0.52179,0.108347,0.812892,0.168862,0.595514,0.517668,0.007208,0.711887,0.681699,0,
1063,"01:25:02,639 --> 01:25:04,266
","__It must be the heat __
",0.313076,0.077375,0.243805,0.285265,0.165271,0.888143,0.519693,0.600039,0.241806,0.836188,0.235443,0,0.849827,
1064,"01:25:04,349 --> 01:25:06,192
","__Or some rare disease __
",0.51385,0.096018,0.062102,0.277998,0.058577,0.741139,0.275231,0.599824,0.537235,0.243888,0,0.998976,0,
1065,"01:25:06,852 --> 01:25:08,320
","__Or too much to eat __
",0.211723,0.07204,0.145699,0.116951,0.540725,0.078101,0.286732,0.657596,0.504397,0.217041,0,0.968123,0,
1066,"01:25:08,395 --> 01:25:10,193
","__Or maybe it's fleas __
",0.304238,0.023263,0.245059,0.22814,0.369728,0.745651,0.166644,0.365975,0.064714,0.1026,0,0.998976,0,
1067,"01:25:11,023 --> 01:25:12,821
","__Keep away from her __
",0.47329,0.02355,0.173718,0.172368,0.301035,0.392963,0.279804,0.672491,0.499205,0.164566,0,0,0,
1068,"01:25:12,899 --> 01:25:14,446
","__Send for Chino __
",0.266243,0.222484,0.129836,0.220006,0.106622,0.234551,0.28375,0.605268,0.557059,0.480895,0,0,0,
1069,"01:25:14,610 --> 01:25:17,659
","__This is not the Maria we know __
",0.578463,0.077785,0.141776,0.06958,0.144166,0.61094,0.714809,0.573011,0.359535,0.563758,0.801827,0,0,
1070,"01:25:17,738 --> 01:25:20,537
","__Modest and pure, polite and refined __
",0.20254,0.422988,0.072168,0.112291,0.045379,0.840592,0.249638,0.568756,0.690272,0.083003,0,0,0.80026,
1071,"01:25:21,199 --> 01:25:22,792
","__Well-bred and mature __
",0.1794,0.293226,0.067164,0.07501,0.308127,0.781635,0.26527,0.588661,0.560123,0.254439,0,0,0,
1072,"01:25:22,868 --> 01:25:24,996
","__And out of her mind __
",0.188293,0.404447,0.118384,0.081849,0.065716,0.956454,0.34607,0.711774,0.516393,0.063463,0,0,0,
1073,"01:25:26,204 --> 01:25:28,081
","America, Miss America!
",0.643089,0.000897,0.1929,0.13607,0.164857,0.202616,0.274551,0.599336,0.543194,0.328875,0,0,0,
1074,"01:25:28,165 --> 01:25:29,166
","Speech!
",0,0,0,0,0,0.288392,0.274434,0.599483,0.543325,0.291119,0,0,0,
1075,"01:25:30,334 --> 01:25:33,087
","Miss America, bravo! Speech!
",0.679889,0.001628,0.231623,0.099663,0.097929,0.066149,0.134825,0.610683,0.45569,0.202596,0,0,0,
1076,"01:25:33,170 --> 01:25:34,296
","Speech!
",0,0,0,0,0,0.288392,0.274434,0.599483,0.543325,0.291119,0,0,0,
1077,"01:25:34,671 --> 01:25:36,173
","__I feel pretty __
",0.281204,0.351673,0.134251,0.037967,0.036183,0.138892,0.267997,0.618355,0.431737,0.048471,0,0.998976,0,
1078,"01:25:36,256 --> 01:25:37,758
","__Oh, so pretty __
",0.238177,0.325658,0.227439,0.028041,0.030627,0.152377,0.277946,0.608391,0.546234,0.19425,0,0.994446,0,
1079,"01:25:37,841 --> 01:25:40,720
","__That the city should give me it's key __
",0.104856,0.451759,0.107263,0.185698,0.025124,0.750936,0.845638,0.757288,0.360577,0.824136,0.116314,0,0,
1080,"01:25:41,053 --> 01:25:42,521
","__A committee __
",0.412036,0.110164,0.170084,0.18509,0.140789,0.374625,0.274881,0.600045,0.545626,0.321068,0,0,0.97759,
1081,"01:25:42,596 --> 01:25:45,145
","__Should be organized to honor me __
",0.109842,0.586192,0.031024,0.077354,0.064887,0.655832,0.499752,0.746564,0.642751,0.727837,0,0,0,
1082,"01:25:47,434 --> 01:25:48,981
","__I feel dizzy __
",0.481347,0.070441,0.286842,0.097481,0.091055,0.188336,0.273797,0.59823,0.530472,0.143513,0,0.946222,0,
1083,"01:25:49,061 --> 01:25:50,608
","__I feel sunny __
",0.142854,0.517933,0.125236,0.03032,0.026167,0.01918,0.266829,0.597727,0.447387,0.052599,0,0.946222,0,
1084,"01:25:50,687 --> 01:25:53,816
","__I feel fizzy and funny and fine __
",0.151051,0.606901,0.034991,0.010554,0.045288,0.622046,0.262543,0.755046,0.452387,0.002222,0,0.681699,0,
1085,"01:25:53,899 --> 01:25:55,446
","__And so pretty __
",0.179544,0.467131,0.096446,0.052003,0.049411,0.354565,0.281634,0.624796,0.595564,0.115812,0,0.994446,0,
1086,"01:25:55,525 --> 01:25:57,903
","__Miss America can just resign __
",0.673044,0.000303,0.234419,0.104637,0.107136,0.022961,0.471194,0.662008,0.31251,0.498348,0,0.822231,0,
1087,"01:26:01,114 --> 01:26:03,287
","__See the pretty girl
in that mirror there? __
",0.101289,0.452284,0.059745,0.037593,0.231124,0.813338,0.09604,0.799868,0.886766,0.486749,0,0.987926,0,
1088,"01:26:03,367 --> 01:26:04,539
","__What mirror? Where? __
",0.358026,0.098201,0.201619,0.218356,0.1645,0.229261,0.129942,0.604564,0.453569,0.312149,0,0,0,
1089,"01:26:04,618 --> 01:26:06,120
","__Who can that attractive girl be? __
",0.151162,0.144899,0.129684,0.103843,0.49069,0.779508,0.288082,0.635819,0.625746,0.251243,0,0,0,
1090,"01:26:06,203 --> 01:26:07,420
","Which? What? Where?
__Whom? __
",0.367832,0.048573,0.219432,0.27689,0.199214,0.664972,0.134278,0.613624,0.419237,0.35272,0,0,0,
1091,"01:26:07,496 --> 01:26:09,294
","__Such a pretty face, such a pretty dress __
",0.128174,0.54313,0.075835,0.024444,0.08449,0.395891,0.247823,0.626031,0.628491,0.134375,0,0.984352,0,
1092,"01:26:09,373 --> 01:26:11,091
","__Such a pretty smile, such a pretty me __
",0.047163,0.795827,0.029781,0.025479,0.015503,0.371693,0.251813,0.65601,0.635195,0.064358,0,0.984352,0,
1093,"01:26:11,166 --> 01:26:13,009
","__Such a pretty me __
",0.179544,0.467131,0.096446,0.052003,0.049411,0.467367,0.262777,0.635215,0.639107,0.06531,0,0.984352,0,
1094,"01:26:13,085 --> 01:26:14,803
","__I feel stunning ____I feel stunning __
",0.267878,0.354213,0.145325,0.053157,0.023766,0.107455,0.127385,0.645917,0.40266,0.011479,0,0.999484,0,
1095,"01:26:14,878 --> 01:26:16,551
","__And entrancing ____And entrancing __
",0.310762,0.182981,0.160015,0.173272,0.13668,0.702295,0.122982,0.452068,0.509247,0.004387,0,0,0,
1096,"01:26:16,922 --> 01:26:18,799
","__Feel like running ____Feel like running __
",0.593682,0.071401,0.239497,0.050544,0.039828,0.044046,0.125745,0.584678,0.387156,0.03624,0.999731,0,0,
1097,"01:26:18,882 --> 01:26:20,179
","__And dancing for joy __
",0.010549,0.928033,0.009759,0.018629,0.001681,0.246316,0.277838,0.627012,0.572604,0.143724,0,0,0,
1098,"01:26:20,258 --> 01:26:21,510
","__For I'm loved __
",0.017282,0.950555,0.001795,0.002303,0.002278,0.285402,0.264536,0.681552,0.596502,0.081064,0,0,0,
1099,"01:26:21,593 --> 01:26:24,722
","__By a pretty wonderful boy __
",0.018712,0.818516,0.03284,0.043132,0.017701,0.724233,0.30949,0.788639,0.748464,0.486528,0,0.968123,0,
1100,"01:26:32,062 --> 01:26:33,780
","Cállate! Por favor, muchachas!
",0.218865,0.263872,0.146543,0.180156,0.112297,0.190736,0.282078,0.605406,0.543232,0.252187,0.417844,0,0,
1101,"01:26:33,855 --> 01:26:35,514
","You want to sing, do
it with the needle,
",0.106389,0.125648,0.549348,0.122898,0.095575,0.403064,0.313335,0.707111,0.516934,0.76317,0,0,0,
1102,"01:26:35,515 --> 01:26:37,780
","or you'll be out in the streets
singing for your supper!
",0.313763,0.147333,0.216778,0.235073,0.076517,0.404615,0.233606,0.675336,0.645044,0.679105,0,0.972662,0,
1103,"01:26:37,859 --> 01:26:41,363
","But Madam Lucia, what can you expect?
We use Singer sewing machines.
",0.297894,0.100669,0.074491,0.269714,0.330298,0.431935,0.310253,0.753243,0.54908,0.704712,0.845282,0,0,
1104,"01:26:41,446 --> 01:26:42,447
","Sure.
",0,0,0,0,0,0.353376,0.27468,0.600481,0.543713,0.368772,0,0,0.999744,
1105,"01:26:42,531 --> 01:26:44,909
","You make the bad joke home
where I can't hear it.
",0.395835,0.000621,0.436305,0.174097,0.159657,0.001136,0.185476,0.848111,0.037304,0.339422,0,0,0,
1106,"01:26:44,991 --> 01:26:49,622
","- Go now. Go home. it's closing time. Shoo!
- Buenas noches, Madam Lucia.
",0.323949,0.153396,0.243798,0.156711,0.10534,0.00104,0.253101,0.669494,0.360009,0.441746,0,0,0,
1107,"01:26:51,456 --> 01:26:53,083
",#NAME?,0.175797,0.278293,0.051839,0.21495,0.21673,0.734888,0.258272,0.725261,0.659892,0.82039,0.991164,0,0,
1108,"01:26:53,250 --> 01:26:55,469
","Turn off the lights,
and lock the doors.
",0.321753,0.033484,0.285182,0.339099,0.169071,0.132331,0.14123,0.527769,0.483409,0.549425,0,0,0,
1109,"01:26:56,795 --> 01:26:59,594
",#NAME?,0.308891,0.180262,0.176658,0.168652,0.129771,0.203055,0.129791,0.603913,0.443232,0.200092,0,0,0,
1110,"01:27:00,132 --> 01:27:03,477
",#NAME?,0.200433,0.01477,0.153508,0.399439,0.443918,0.138727,0.202827,0.541219,0.302618,0.549275,0,0,0,
1111,"01:27:03,552 --> 01:27:05,270
","I thought she'd never leave.
",0.617632,0.01315,0.158229,0.17785,0.16018,0.0089,0.236911,0.592626,0.181598,0.028664,0.882284,0,0,
1112,"01:27:05,345 --> 01:27:07,413
","You know, it's hard to believe
that old bag of a witch
",0.572032,0.062653,0.157882,0.090948,0.149935,0.430861,0.057176,0.449592,0.017741,0.545663,0.802429,0.966403,0,
1113,"01:27:07,414 --> 01:27:08,855
","was once a young bag like us.
",0.164476,0.399968,0.038835,0.093498,0.188233,0.696989,0.391553,0.809181,0.47285,0.775386,0,0.681699,0,
